transecto,nombre_cientifico,y2012,y2013,y2014,y2015,y2016,y2017,y2019,y2020,y2018,longitud,min_altitu,max_altitu,id_transecto,site,elev,contactos,n_years_contacted
Matas Verdes,"Anthocharis cardamines (Linnaeus, 1758)",0,0,15,3,0,11,1,1,0,2672,1851,1987,16_21,MV,1919,31,5
Matas Verdes,"Anthocharis euphenoides Staudinger, 1869",5,7,11,2,5,9,2,0,0,2672,1851,1987,16_21,MV,1919,41,7
Matas Verdes,"Aporia crataegi (Linnaeus, 1758)",195,88,129,64,70,42,19,8,0,2672,1851,1987,16_21,MV,1919,615,8
Matas Verdes,"Arethusana arethusa ([Denis & Schiffermüller], 1775)",1,0,0,1,0,2,0,0,0,2672,1851,1987,16_21,MV,1919,4,3
Matas Verdes,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,1,5,0,4,14,2,0,0,2672,1851,1987,16_21,MV,1919,26,5
Matas Verdes,"Aricia cramera (Eschscholtz, 1821)",0,3,5,3,4,8,1,16,0,2672,1851,1987,16_21,MV,1919,40,7
Matas Verdes,"Aricia montensis Verity, 1928",0,0,17,0,24,6,4,3,0,2672,1851,1987,16_21,MV,1919,54,5
Matas Verdes,"Brintesia circe (Fabricius, 1775)",0,8,17,5,29,1,2,0,0,2672,1851,1987,16_21,MV,1919,62,6
Matas Verdes,"Callophrys rubi (Linnaeus, 1758)",13,10,9,3,1,12,0,1,0,2672,1851,1987,16_21,MV,1919,49,7
Matas Verdes,"Carcharodus baeticus (Rambur, 1839)",0,0,2,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,2,1
Matas Verdes,"Chazara briseis (Linnaeus, 1764)",0,4,3,0,0,2,0,0,0,2672,1851,1987,16_21,MV,1919,9,3
Matas Verdes,"Coenonympha dorus (Esper, 1782)",6,1,2,2,3,7,0,4,0,2672,1851,1987,16_21,MV,1919,25,7
Matas Verdes,"Coenonympha pamphilus lyllus (Esper, 1805)",1,4,3,1,0,0,6,7,0,2672,1851,1987,16_21,MV,1919,22,6
Matas Verdes,"Colias alfacariensis Ribbe, 1905",0,2,3,0,0,4,1,8,0,2672,1851,1987,16_21,MV,1919,18,5
Matas Verdes,"Colias crocea (Geoffroy, 1785)",55,134,29,37,63,93,57,76,0,2672,1851,1987,16_21,MV,1919,544,8
Matas Verdes,"Cupido lorquinii (Herrich-Schäffer, 1850)",3,0,3,2,13,8,2,18,0,2672,1851,1987,16_21,MV,1919,49,7
Matas Verdes,"Cyaniris semiargus (Rottemburg, 1775)",0,1,1,0,0,1,0,2,0,2672,1851,1987,16_21,MV,1919,5,4
Matas Verdes,"Erebia hispania Butler, 1868",0,0,0,0,0,1,0,0,0,2672,1851,1987,16_21,MV,1919,1,1
Matas Verdes,"Euchloe crameri Butler, 1869",2,0,1,0,1,2,0,0,0,2672,1851,1987,16_21,MV,1919,6,4
Matas Verdes,"Euphydryas aurinia (Rottemburg, 1775)",566,417,525,156,41,83,24,28,0,2672,1851,1987,16_21,MV,1919,1840,8
Matas Verdes,"Fabriciana adippe ([Denis & Schiffermüller], 1775)",9,9,2,15,0,0,0,5,0,2672,1851,1987,16_21,MV,1919,40,5
Matas Verdes,"Fabriciana niobe (Linnaeus, 1758)",19,34,7,4,11,4,7,1,0,2672,1851,1987,16_21,MV,1919,87,8
Matas Verdes,"Gonepteryx cleopatra (Linnaeus, 1767)",0,3,2,0,1,2,1,0,0,2672,1851,1987,16_21,MV,1919,9,5
Matas Verdes,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,5,0,2,3,1,1,0,2672,1851,1987,16_21,MV,1919,12,5
Matas Verdes,"Hesperia comma (Linnaeus, 1758)",0,0,7,5,27,6,7,9,0,2672,1851,1987,16_21,MV,1919,61,6
Matas Verdes,"Hipparchia fidia (Linnaeus, 1767)",8,13,0,1,17,7,8,0,0,2672,1851,1987,16_21,MV,1919,54,6
Matas Verdes,"Hipparchia hermione (Linnaeus, 1764)",15,7,5,2,4,6,12,35,0,2672,1851,1987,16_21,MV,1919,86,8
Matas Verdes,"Hipparchia semele (Linnaeus, 1758)",2,1,7,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,10,3
Matas Verdes,"Hipparchia statilinus (Hufnagel, 1766)",1,4,1,5,24,6,10,0,0,2672,1851,1987,16_21,MV,1919,51,7
Matas Verdes,"Hyponephele lupina (Costa, 1836)",0,258,0,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,258,1
Matas Verdes,"Hyponephele lycaon (Kühn, 1774)",161,3,81,54,0,15,40,10,0,2672,1851,1987,16_21,MV,1919,364,7
Matas Verdes,"Iphiclides feisthamelii (Duponchel, 1832)",7,30,38,10,22,26,19,16,0,2672,1851,1987,16_21,MV,1919,168,8
Matas Verdes,"Issoria lathonia (Linnaeus, 1758)",3,21,5,5,17,35,27,0,0,2672,1851,1987,16_21,MV,1919,113,7
Matas Verdes,"Lampides boeticus (Linnaeus, 1767)",3,2,2,0,0,3,0,0,0,2672,1851,1987,16_21,MV,1919,10,4
Matas Verdes,"Lasiommata maera (Linnaeus, 1758)",4,10,0,0,7,1,2,3,0,2672,1851,1987,16_21,MV,1919,27,6
Matas Verdes,"Lasiommata megera (Linnaeus, 1767)",7,20,29,12,42,18,31,77,0,2672,1851,1987,16_21,MV,1919,236,8
Matas Verdes,"Leptotes pirithous (Linnaeus, 1767)",0,0,0,0,0,2,0,0,0,2672,1851,1987,16_21,MV,1919,2,1
Matas Verdes,"Lycaena alciphron (Rottemburg, 1775)",4,14,24,1,14,5,11,6,0,2672,1851,1987,16_21,MV,1919,79,8
Matas Verdes,"Lycaena phlaeas (Linnaeus, 1760)",20,21,19,7,12,32,19,22,0,2672,1851,1987,16_21,MV,1919,152,8
Matas Verdes,"Lysandra albicans (Gerhard, 1851)",0,0,4,4,1,0,0,0,0,2672,1851,1987,16_21,MV,1919,9,3
Matas Verdes,"Lysandra bellargus (Rottemburg, 1775)",0,0,1,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,1,1
Matas Verdes,"Maniola jurtina (Linnaeus, 1758)",0,0,2,0,2,2,0,1,0,2672,1851,1987,16_21,MV,1919,7,4
Matas Verdes,"Melanargia lachesis (Hübner, 1790)",266,334,157,42,62,157,99,134,0,2672,1851,1987,16_21,MV,1919,1251,8
Matas Verdes,"Melitaea athalia (Rottemburg, 1775)",0,0,5,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,5,1
Matas Verdes,"Melitaea deione (Geyer, 1832)",0,1,1,0,0,7,1,0,0,2672,1851,1987,16_21,MV,1919,10,4
Matas Verdes,"Melitaea didyma (Esper, 1778)",0,0,1,17,13,10,0,1,0,2672,1851,1987,16_21,MV,1919,42,5
Matas Verdes,"Melitaea parthenoides Keferstein, 1851",1,0,0,0,0,0,1,0,0,2672,1851,1987,16_21,MV,1919,2,2
Matas Verdes,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",0,0,3,0,7,5,4,4,0,2672,1851,1987,16_21,MV,1919,23,5
Matas Verdes,"Nymphalis polychloros (Linnaeus, 1758)",1,0,1,0,0,0,1,0,0,2672,1851,1987,16_21,MV,1919,3,3
Matas Verdes,"Papilio machaon Linnaeus, 1758",0,1,0,0,1,1,0,0,0,2672,1851,1987,16_21,MV,1919,3,3
Matas Verdes,"Pararge aegeria (Linnaeus, 1758)",0,2,0,1,1,0,3,3,0,2672,1851,1987,16_21,MV,1919,10,5
Matas Verdes,"Parnassius apollo (Linnaeus, 1758)",0,1,5,0,2,2,4,3,0,2672,1851,1987,16_21,MV,1919,17,6
Matas Verdes,"Pieris brassicae (Linnaeus, 1758)",0,1,0,1,2,4,1,1,0,2672,1851,1987,16_21,MV,1919,10,6
Matas Verdes,"Pieris napi (Linnaeus, 1758)",8,4,19,10,8,28,16,15,0,2672,1851,1987,16_21,MV,1919,108,8
Matas Verdes,"Pieris rapae (Linnaeus, 1758)",16,186,71,20,143,70,88,179,0,2672,1851,1987,16_21,MV,1919,773,8
Matas Verdes,"Plebejus argus (Linnaeus, 1758)",0,197,128,57,70,85,94,51,0,2672,1851,1987,16_21,MV,1919,682,7
Matas Verdes,"Plebejus idas (Linnaeus, 1760)",166,18,28,3,91,4,2,15,0,2672,1851,1987,16_21,MV,1919,327,8
Matas Verdes,"Polygonia c-album (Linnaeus, 1758)",1,0,0,1,0,1,0,0,0,2672,1851,1987,16_21,MV,1919,3,3
Matas Verdes,"Polyommatus amandus (Schneider, 1792)",0,0,0,6,0,0,0,1,0,2672,1851,1987,16_21,MV,1919,7,2
Matas Verdes,"Polyommatus celina (Austaut, 1879)",0,0,1,7,0,37,20,64,0,2672,1851,1987,16_21,MV,1919,129,5
Matas Verdes,"Polyommatus escheri (Hübner, 1823)",1,28,9,14,11,6,2,3,0,2672,1851,1987,16_21,MV,1919,74,8
Matas Verdes,"Polyommatus golgus (Hübner, 1813)",0,0,0,0,1,0,0,0,0,2672,1851,1987,16_21,MV,1919,1,1
Matas Verdes,"Polyommatus icarus (Rottemburg, 1775)",1,73,37,1,31,0,10,39,0,2672,1851,1987,16_21,MV,1919,192,7
Matas Verdes,"Polyommatus nivescens (Keferstein, 1851)",0,9,6,9,2,8,23,7,0,2672,1851,1987,16_21,MV,1919,64,7
Matas Verdes,"Polyommatus thersites (Cantener, 1835)",1,8,1,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,10,3
Matas Verdes,"Pontia daplidice (Linnaeus, 1758)",6,3,11,5,3,24,1,8,0,2672,1851,1987,16_21,MV,1919,61,8
Matas Verdes,"Pyrgus onopordi (Rambur, 1839)",0,0,0,0,0,0,1,4,0,2672,1851,1987,16_21,MV,1919,5,2
Matas Verdes,"Pyronia bathseba (Fabricius, 1793)",0,0,0,0,0,3,4,0,0,2672,1851,1987,16_21,MV,1919,7,2
Matas Verdes,"Satyrium esculi (Hübner, 1804)",0,2,2,0,0,1,5,1,0,2672,1851,1987,16_21,MV,1919,11,5
Matas Verdes,"Satyrium spini ([Denis & Schiffermüller], 1775)",0,0,3,1,0,6,0,0,0,2672,1851,1987,16_21,MV,1919,10,3
Matas Verdes,"Satyrus actaea (Esper, 1781)",21,19,24,2,29,10,15,9,0,2672,1851,1987,16_21,MV,1919,129,8
Matas Verdes,"Speyeria aglaja (Linnaeus, 1758)",0,20,2,0,4,23,3,9,0,2672,1851,1987,16_21,MV,1919,61,6
Matas Verdes,"Thymelicus lineola (Ochsenheimer, 1808)",0,0,1,0,0,0,0,0,0,2672,1851,1987,16_21,MV,1919,1,1
Matas Verdes,"Thymelicus sylvestris (Poda, 1761)",0,0,4,0,5,6,2,0,0,2672,1851,1987,16_21,MV,1919,17,4
Matas Verdes,"Vanessa atalanta (Linnaeus, 1758)",0,3,0,0,1,12,0,0,0,2672,1851,1987,16_21,MV,1919,16,3
Matas Verdes,"Vanessa cardui (Linnaeus, 1758)",3,33,6,15,5,15,47,2,0,2672,1851,1987,16_21,MV,1919,126,8
Matas Verdes,"Zerynthia rumina (Linnaeus, 1758)",0,0,0,0,0,1,0,0,0,2672,1851,1987,16_21,MV,1919,1,1
Pitres,"Aglais urticae (Linnaeus, 1758)",0,0,0,0,0,1,1,0,1,2671,1283,1475,16_48,PI,1379,3,3
Pitres,"Anthocharis euphenoides Staudinger, 1869",0,0,7,8,3,2,4,9,9,2671,1283,1475,16_48,PI,1379,42,7
Pitres,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,0,6,9,5,19,7,2,17,2671,1283,1475,16_48,PI,1379,65,7
Pitres,"Aricia cramera (Eschscholtz, 1821)",0,0,28,20,25,50,6,22,14,2671,1283,1475,16_48,PI,1379,165,7
Pitres,"Brintesia circe (Fabricius, 1775)",0,0,20,14,10,9,7,9,5,2671,1283,1475,16_48,PI,1379,74,7
Pitres,"Cacyreus marshalli Butler, 1898",0,0,5,3,5,3,3,1,0,2671,1283,1475,16_48,PI,1379,20,6
Pitres,"Callophrys rubi (Linnaeus, 1758)",0,0,1,4,0,0,1,9,3,2671,1283,1475,16_48,PI,1379,18,5
Pitres,"Carcharodus alceae (Esper, 1780)",0,0,0,6,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,6,1
Pitres,"Carcharodus baeticus (Rambur, 1839)",0,0,2,3,0,0,5,0,0,2671,1283,1475,16_48,PI,1379,10,3
Pitres,"Celastrina argiolus (Linnaeus, 1758)",0,0,5,5,9,14,5,4,2,2671,1283,1475,16_48,PI,1379,44,7
Pitres,"Coenonympha dorus (Esper, 1782)",0,0,3,0,0,0,2,1,0,2671,1283,1475,16_48,PI,1379,6,3
Pitres,"Colias crocea (Geoffroy, 1785)",0,0,57,91,79,82,61,84,98,2671,1283,1475,16_48,PI,1379,552,7
Pitres,"Euchloe crameri Butler, 1869",0,0,1,0,0,0,0,4,0,2671,1283,1475,16_48,PI,1379,5,2
Pitres,"Euphydryas aurinia (Rottemburg, 1775)",0,0,1,0,2,1,1,0,1,2671,1283,1475,16_48,PI,1379,6,5
Pitres,"Favonius quercus (Linnaeus, 1758)",0,0,0,0,7,1,7,26,0,2671,1283,1475,16_48,PI,1379,41,4
Pitres,"Glaucopsyche melanops (Boisduval, 1828)",0,0,0,1,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Gonepteryx cleopatra (Linnaeus, 1767)",0,0,5,6,3,5,1,2,15,2671,1283,1475,16_48,PI,1379,37,7
Pitres,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,2,1,0,4,2,7,7,2671,1283,1475,16_48,PI,1379,23,6
Pitres,"Hipparchia fidia (Linnaeus, 1767)",0,0,0,0,0,5,2,4,2,2671,1283,1475,16_48,PI,1379,13,4
Pitres,"Hipparchia semele (Linnaeus, 1758)",0,0,0,1,0,0,0,0,4,2671,1283,1475,16_48,PI,1379,5,2
Pitres,"Hipparchia statilinus (Hufnagel, 1766)",0,0,2,4,3,2,1,1,3,2671,1283,1475,16_48,PI,1379,16,7
Pitres,"Hyponephele lupina (Costa, 1836)",0,0,0,0,0,0,1,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Hyponephele lycaon (Kühn, 1774)",0,0,0,0,1,0,0,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Iphiclides feisthamelii (Duponchel, 1832)",0,0,10,13,22,18,8,6,22,2671,1283,1475,16_48,PI,1379,99,7
Pitres,"Issoria lathonia (Linnaeus, 1758)",0,0,0,5,2,3,2,0,5,2671,1283,1475,16_48,PI,1379,17,5
Pitres,"Lampides boeticus (Linnaeus, 1767)",0,0,46,51,14,16,5,19,12,2671,1283,1475,16_48,PI,1379,163,7
Pitres,"Lasiommata megera (Linnaeus, 1767)",0,0,16,20,29,26,26,31,37,2671,1283,1475,16_48,PI,1379,185,7
Pitres,"Leptidea sinapis (Linnaeus, 1758)",0,0,0,2,2,3,1,2,2,2671,1283,1475,16_48,PI,1379,12,6
Pitres,"Leptotes pirithous (Linnaeus, 1767)",0,0,155,126,58,235,59,90,137,2671,1283,1475,16_48,PI,1379,860,7
Pitres,"Libythea celtis (Laicharting, 1782)",0,0,0,0,0,0,0,1,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Lycaena phlaeas (Linnaeus, 1760)",0,0,18,25,21,36,15,13,13,2671,1283,1475,16_48,PI,1379,141,7
Pitres,"Maniola jurtina (Linnaeus, 1758)",0,0,73,39,49,50,48,42,55,2671,1283,1475,16_48,PI,1379,356,7
Pitres,"Melanargia ines (Hoffmansegg, 1804)",0,0,2,2,1,2,0,0,0,2671,1283,1475,16_48,PI,1379,7,4
Pitres,"Melanargia lachesis (Hübner, 1790)",0,0,17,14,26,18,21,25,0,2671,1283,1475,16_48,PI,1379,121,6
Pitres,"Melitaea athalia (Rottemburg, 1775)",0,0,0,2,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,2,1
Pitres,"Melitaea deione (Geyer, 1832)",0,0,118,269,64,63,83,72,136,2671,1283,1475,16_48,PI,1379,805,7
Pitres,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",0,0,0,0,0,0,0,5,0,2671,1283,1475,16_48,PI,1379,5,1
Pitres,"Muschampia proto (Ochsenheimer, 1808)",0,0,1,1,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,2,2
Pitres,"Nymphalis polychloros (Linnaeus, 1758)",0,0,0,2,0,0,1,3,0,2671,1283,1475,16_48,PI,1379,6,3
Pitres,"Papilio machaon Linnaeus, 1758",0,0,3,3,7,17,1,1,10,2671,1283,1475,16_48,PI,1379,42,7
Pitres,"Pararge aegeria (Linnaeus, 1758)",0,0,64,51,51,20,46,43,42,2671,1283,1475,16_48,PI,1379,317,7
Pitres,"Pieris brassicae (Linnaeus, 1758)",0,0,20,11,8,8,3,41,2,2671,1283,1475,16_48,PI,1379,93,7
Pitres,"Pieris napi (Linnaeus, 1758)",0,0,10,3,2,0,0,1,2,2671,1283,1475,16_48,PI,1379,18,5
Pitres,"Pieris rapae (Linnaeus, 1758)",0,0,118,200,94,162,81,106,126,2671,1283,1475,16_48,PI,1379,887,7
Pitres,"Plebejus argus (Linnaeus, 1758)",0,0,0,0,1,0,0,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Polygonia c-album (Linnaeus, 1758)",0,0,1,0,1,2,0,0,3,2671,1283,1475,16_48,PI,1379,7,4
Pitres,"Polyommatus celina (Austaut, 1879)",0,0,0,1,0,0,0,27,0,2671,1283,1475,16_48,PI,1379,28,2
Pitres,"Polyommatus icarus (Rottemburg, 1775)",0,0,48,113,85,199,48,132,108,2671,1283,1475,16_48,PI,1379,733,7
Pitres,"Pontia daplidice (Linnaeus, 1758)",0,0,33,57,29,53,14,22,17,2671,1283,1475,16_48,PI,1379,225,7
Pitres,"Pseudophilotes panoptes (Hübner, 1813)",0,0,0,1,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Pyrgus onopordi (Rambur, 1839)",0,0,1,0,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Pyronia bathseba (Fabricius, 1793)",0,0,0,1,1,2,6,2,2,2671,1283,1475,16_48,PI,1379,14,6
Pitres,"Pyronia tithonus (Linnaeus, 1771)",0,0,10,7,7,4,3,7,7,2671,1283,1475,16_48,PI,1379,45,7
Pitres,"Satyrium esculi (Hübner, 1804)",0,0,13,25,24,6,7,13,62,2671,1283,1475,16_48,PI,1379,150,7
Pitres,"Satyrium spini ([Denis & Schiffermüller], 1775)",0,0,0,0,0,9,0,0,0,2671,1283,1475,16_48,PI,1379,9,1
Pitres,"Satyrus actaea (Esper, 1781)",0,0,0,0,1,0,0,0,0,2671,1283,1475,16_48,PI,1379,1,1
Pitres,"Spialia sertorius (Hoffmansegg, 1804)",0,0,0,3,3,0,0,0,1,2671,1283,1475,16_48,PI,1379,7,3
Pitres,"Thymelicus acteon (Rottemburg, 1775)",0,0,0,1,0,0,1,0,1,2671,1283,1475,16_48,PI,1379,3,3
Pitres,"Thymelicus lineola (Ochsenheimer, 1808)",0,0,0,0,0,0,3,0,0,2671,1283,1475,16_48,PI,1379,3,1
Pitres,"Thymelicus sylvestris (Poda, 1761)",0,0,0,11,6,7,4,4,14,2671,1283,1475,16_48,PI,1379,46,6
Pitres,"Vanessa atalanta (Linnaeus, 1758)",0,0,2,2,0,0,0,0,0,2671,1283,1475,16_48,PI,1379,4,2
Pitres,"Vanessa cardui (Linnaeus, 1758)",0,0,2,26,8,4,14,13,7,2671,1283,1475,16_48,PI,1379,74,7
Pitres,"Zerynthia rumina (Linnaeus, 1758)",0,0,2,2,1,3,1,0,10,2671,1283,1475,16_48,PI,1379,19,6
Pitres,"Zizeeria knysna (Trimen, 1862)",0,0,0,0,0,0,0,2,0,2671,1283,1475,16_48,PI,1379,2,1
Praillos,"Aglais urticae (Linnaeus, 1758)",2,6,10,3,3,5,6,1,0,366,1887,1900,16_35,PRA,1894,36,8
Praillos,"Anthocharis cardamines (Linnaeus, 1758)",0,0,5,0,3,0,0,0,0,366,1887,1900,16_35,PRA,1894,8,2
Praillos,"Anthocharis euphenoides Staudinger, 1869",0,0,0,0,0,0,1,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Aporia crataegi (Linnaeus, 1758)",4,1,4,2,1,0,1,1,0,366,1887,1900,16_35,PRA,1894,14,7
Praillos,"Arethusana arethusa ([Denis & Schiffermüller], 1775)",0,0,0,0,0,1,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Argynnis pandora ([Denis & Schiffermüller], 1775)",0,3,0,0,0,1,1,0,0,366,1887,1900,16_35,PRA,1894,5,3
Praillos,"Aricia cramera (Eschscholtz, 1821)",0,2,3,0,1,4,0,0,0,366,1887,1900,16_35,PRA,1894,10,4
Praillos,"Aricia montensis Verity, 1928",1,1,5,0,0,2,2,0,0,366,1887,1900,16_35,PRA,1894,11,5
Praillos,"Aricia morronensis (Ribbe, 1910)",0,0,0,0,0,4,0,0,0,366,1887,1900,16_35,PRA,1894,4,1
Praillos,"Brintesia circe (Fabricius, 1775)",0,1,1,1,0,0,1,0,0,366,1887,1900,16_35,PRA,1894,4,4
Praillos,"Callophrys rubi (Linnaeus, 1758)",1,1,0,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,2,2
Praillos,"Celastrina argiolus (Linnaeus, 1758)",0,0,0,0,1,0,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Chazara briseis (Linnaeus, 1764)",0,2,1,0,0,1,0,0,0,366,1887,1900,16_35,PRA,1894,4,3
Praillos,"Coenonympha dorus (Esper, 1782)",0,0,0,0,0,1,1,0,0,366,1887,1900,16_35,PRA,1894,2,2
Praillos,"Coenonympha pamphilus lyllus (Esper, 1805)",0,0,3,0,1,1,1,0,0,366,1887,1900,16_35,PRA,1894,6,4
Praillos,"Colias alfacariensis Ribbe, 1905",0,1,1,0,0,1,0,0,0,366,1887,1900,16_35,PRA,1894,3,3
Praillos,"Colias crocea (Geoffroy, 1785)",11,28,9,11,14,21,5,17,0,366,1887,1900,16_35,PRA,1894,116,8
Praillos,"Cupido lorquinii (Herrich-Schäffer, 1850)",0,0,0,0,0,1,1,1,0,366,1887,1900,16_35,PRA,1894,3,3
Praillos,"Cyaniris semiargus (Rottemburg, 1775)",0,1,0,0,0,0,0,4,0,366,1887,1900,16_35,PRA,1894,5,2
Praillos,"Euchloe crameri Butler, 1869",0,2,3,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,5,2
Praillos,"Euphydryas aurinia (Rottemburg, 1775)",3,1,2,0,2,1,0,3,0,366,1887,1900,16_35,PRA,1894,12,6
Praillos,"Fabriciana adippe ([Denis & Schiffermüller], 1775)",0,0,0,1,1,1,0,0,0,366,1887,1900,16_35,PRA,1894,3,3
Praillos,"Fabriciana niobe (Linnaeus, 1758)",0,0,0,0,0,1,1,0,0,366,1887,1900,16_35,PRA,1894,2,2
Praillos,"Favonius quercus (Linnaeus, 1758)",0,0,0,0,0,0,5,0,0,366,1887,1900,16_35,PRA,1894,5,1
Praillos,"Glaucopsyche melanops (Boisduval, 1828)",0,1,0,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Gonepteryx cleopatra (Linnaeus, 1767)",0,0,0,0,0,1,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Gonepteryx rhamni (Linnaeus, 1758)",0,0,0,0,0,0,2,1,0,366,1887,1900,16_35,PRA,1894,3,2
Praillos,"Hesperia comma (Linnaeus, 1758)",0,0,0,1,3,3,1,2,0,366,1887,1900,16_35,PRA,1894,10,5
Praillos,"Hipparchia fidia (Linnaeus, 1767)",0,0,0,0,0,0,0,1,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Hipparchia hermione (Linnaeus, 1764)",0,3,0,0,0,0,2,0,0,366,1887,1900,16_35,PRA,1894,5,2
Praillos,"Hipparchia semele (Linnaeus, 1758)",0,2,0,0,0,1,0,0,0,366,1887,1900,16_35,PRA,1894,3,2
Praillos,"Hipparchia statilinus (Hufnagel, 1766)",0,0,0,0,1,0,0,3,0,366,1887,1900,16_35,PRA,1894,4,2
Praillos,"Hyponephele lupina (Costa, 1836)",0,4,0,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,4,1
Praillos,"Hyponephele lycaon (Kühn, 1774)",1,10,6,2,9,4,8,0,0,366,1887,1900,16_35,PRA,1894,40,7
Praillos,"Iphiclides feisthamelii (Duponchel, 1832)",0,7,6,3,0,5,1,1,0,366,1887,1900,16_35,PRA,1894,23,6
Praillos,"Issoria lathonia (Linnaeus, 1758)",0,2,3,0,1,4,4,0,0,366,1887,1900,16_35,PRA,1894,14,5
Praillos,"Lampides boeticus (Linnaeus, 1767)",0,0,0,0,0,2,0,0,0,366,1887,1900,16_35,PRA,1894,2,1
Praillos,"Lasiommata megera (Linnaeus, 1767)",5,13,18,2,5,2,9,20,0,366,1887,1900,16_35,PRA,1894,74,8
Praillos,"Lycaena alciphron (Rottemburg, 1775)",0,24,17,3,2,5,10,8,0,366,1887,1900,16_35,PRA,1894,69,7
Praillos,"Lycaena phlaeas (Linnaeus, 1760)",0,0,1,0,0,1,1,2,0,366,1887,1900,16_35,PRA,1894,5,4
Praillos,"Lysandra albicans (Gerhard, 1851)",0,0,0,4,0,1,1,2,0,366,1887,1900,16_35,PRA,1894,8,4
Praillos,"Lysandra bellargus (Rottemburg, 1775)",0,0,0,0,0,1,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Maniola jurtina (Linnaeus, 1758)",0,0,4,0,1,2,0,0,0,366,1887,1900,16_35,PRA,1894,7,3
Praillos,"Melanargia ines (Hoffmansegg, 1804)",0,1,0,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Melanargia lachesis (Hübner, 1790)",5,28,22,10,17,18,12,26,0,366,1887,1900,16_35,PRA,1894,138,8
Praillos,"Melanargia occitanica (Esper, 1793)",0,0,0,0,0,0,1,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Melitaea athalia (Rottemburg, 1775)",0,0,3,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,3,1
Praillos,"Melitaea deione (Geyer, 1832)",0,4,0,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,4,1
Praillos,"Melitaea didyma (Esper, 1778)",0,1,0,1,2,0,3,0,0,366,1887,1900,16_35,PRA,1894,7,4
Praillos,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",2,0,0,0,0,4,1,1,0,366,1887,1900,16_35,PRA,1894,8,4
Praillos,"Melitaea trivia ([Denis & Schiffermüller], 1775)",1,8,20,0,4,3,4,13,0,366,1887,1900,16_35,PRA,1894,53,7
Praillos,"Papilio machaon Linnaeus, 1758",0,2,6,2,0,0,0,2,0,366,1887,1900,16_35,PRA,1894,12,4
Praillos,"Pararge aegeria (Linnaeus, 1758)",0,0,0,1,0,2,0,0,0,366,1887,1900,16_35,PRA,1894,3,2
Praillos,"Parnassius apollo (Linnaeus, 1758)",0,1,0,0,0,0,0,0,0,366,1887,1900,16_35,PRA,1894,1,1
Praillos,"Pieris napi (Linnaeus, 1758)",0,0,3,0,0,2,0,0,0,366,1887,1900,16_35,PRA,1894,5,2
Praillos,"Pieris rapae (Linnaeus, 1758)",3,9,3,11,18,1,10,10,0,366,1887,1900,16_35,PRA,1894,65,8
Praillos,"Plebejus argus (Linnaeus, 1758)",4,23,18,7,34,31,8,8,0,366,1887,1900,16_35,PRA,1894,133,8
Praillos,"Plebejus idas (Linnaeus, 1760)",0,0,0,0,0,0,3,0,0,366,1887,1900,16_35,PRA,1894,3,1
Praillos,"Polyommatus celina (Austaut, 1879)",0,13,5,2,1,3,8,9,0,366,1887,1900,16_35,PRA,1894,41,7
